   0.460   0.249   0.124   0.389   0.023  -0.137   0.184   0.191   0.094   0.297   0.154   0.066   0.253
   0.470   0.258   0.135   0.394   0.010  -0.139   0.160   0.195   0.096   0.299   0.131   0.047   0.235
   0.480   0.266   0.146   0.400  -0.004  -0.141   0.141   0.199   0.098   0.301   0.108   0.028   0.218
   0.490   0.274   0.157   0.405  -0.017  -0.143   0.131   0.203   0.100   0.299   0.087   0.009   0.199
   0.500   0.283   0.168   0.410  -0.025  -0.145   0.120   0.202   0.102   0.296   0.073  -0.010   0.178
   0.510   0.291   0.178   0.416  -0.027  -0.147   0.110   0.199   0.104   0.292   0.059  -0.028   0.158
   0.520   0.300   0.189   0.421  -0.030  -0.149   0.100   0.196   0.106   0.288   0.046  -0.046   0.137
   0.530   0.308   0.200   0.427  -0.032  -0.151   0.090   0.193   0.108   0.285   0.032  -0.064   0.121
   0.540   0.316   0.211   0.432  -0.035  -0.153   0.080   0.189   0.108   0.281   0.018  -0.081   0.107
   0.550   0.323   0.221   0.437  -0.037  -0.155   0.070   0.186   0.100   0.277   0.005  -0.093   0.093
   0.560   0.328   0.232   0.443  -0.040  -0.157   0.060   0.183   0.092   0.274  -0.009  -0.100   0.079
   0.570   0.333   0.243   0.448  -0.042  -0.159   0.055   0.180   0.084   0.270  -0.023  -0.108   0.064
   0.580   0.338   0.241   0.454  -0.045  -0.161   0.058   0.177   0.077   0.267  -0.034  -0.116   0.057
   0.590   0.343   0.237   0.459  -0.047  -0.163   0.060   0.173   0.069   0.263  -0.039  -0.124   0.059
   0.600   0.348   0.232   0.464  -0.044  -0.165   0.063   0.170   0.058   0.259  -0.043  -0.132   0.062
   0.610   0.353   0.227   0.470  -0.039  -0.167   0.065   0.167   0.048   0.254  -0.047  -0.139   0.065
   0.620   0.358   0.222   0.472  -0.034  -0.158   0.068   0.164   0.037   0.241  -0.040  -0.136   0.068
   0.630   0.363   0.217   0.468  -0.030  -0.149   0.071   0.154   0.026   0.229  -0.028  -0.122   0.071
   0.640   0.367   0.212   0.464  -0.025  -0.141   0.073   0.138   0.016   0.216  -0.015  -0.109   0.079
   0.650   0.364   0.207   0.460  -0.021  -0.132   0.076   0.122   0.005   0.204  -0.003  -0.095   0.107
   0.660   0.359   0.202   0.456  -0.016  -0.124   0.078   0.106  -0.011   0.192   0.010  -0.081   0.134
   0.670   0.353   0.197   0.452  -0.011  -0.115   0.081   0.090  -0.028   0.179   0.022  -0.067   0.151
   0.680   0.347   0.192   0.448  -0.007  -0.106   0.083   0.074  -0.044   0.166   0.041  -0.052   0.164
   0.690   0.341   0.187   0.444  -0.002  -0.098   0.086   0.059  -0.061   0.148   0.064  -0.034   0.180
   0.700   0.335   0.182   0.440   0.003  -0.089   0.088   0.044  -0.078   0.131   0.087  -0.017   0.211
   0.710   0.330   0.177   0.436   0.007  -0.082   0.091   0.032  -0.096   0.113   0.111   0.001   0.215
   0.720   0.324   0.172   0.432   0.012  -0.077   0.093   0.019  -0.114   0.102   0.126   0.016   0.219
   0.730   0.318   0.167   0.428   0.016  -0.072   0.096   0.006  -0.133   0.093   0.129   0.020   0.224
   0.740   0.312   0.162   0.425   0.021  -0.067   0.098  -0.006  -0.137   0.084   0.131   0.024   0.228
   0.750   0.306   0.157   0.421   0.026  -0.062   0.101  -0.019  -0.140   0.075   0.133   0.028   0.232
   0.760   0.301   0.153   0.417   0.030  -0.057   0.103  -0.032  -0.143   0.065   0.136   0.032   0.236
   0.770   0.296   0.148   0.413   0.034  -0.052   0.106  -0.040  -0.146   0.056   0.138   0.036   0.238
   0.780   0.292   0.143   0.409   0.038  -0.048   0.110  -0.042  -0.147   0.047   0.141   0.040   0.235
   0.790   0.287   0.138   0.405   0.042  -0.043   0.118  -0.045  -0.146   0.038   0.142   0.044   0.231
   0.800   0.282   0.134   0.401   0.046  -0.038   0.127  -0.047  -0.146   0.035   0.139   0.048   0.228
   0.810   0.278   0.130   0.397   0.050  -0.033   0.135  -0.050  -0.145   0.032   0.136   0.052   0.225
   0.820   0.273   0.126   0.390   0.054  -0.028   0.143  -0.052  -0.144   0.030   0.133   0.056   0.221
   0.830   0.269   0.122   0.383   0.057  -0.023   0.151  -0.054  -0.143   0.027   0.130   0.054   0.218
   0.840   0.264   0.118   0.376   0.061  -0.018   0.159  -0.057  -0.143   0.025   0.127   0.049   0.214
   0.850   0.259   0.113   0.369   0.065  -0.013   0.168  -0.059  -0.142   0.023   0.124   0.044   0.211
   0.860   0.255   0.109   0.362   0.069  -0.008   0.176  -0.061  -0.141   0.020   0.122   0.039   0.206
   0.870   0.250   0.105   0.355   0.073  -0.002   0.184  -0.064  -0.141   0.018   0.119   0.034   0.202
   0.880   0.245   0.101   0.348   0.077   0.007   0.192  -0.063  -0.140   0.016   0.116   0.029   0.198
   0.890   0.235   0.097   0.341   0.085   0.016   0.201  -0.063  -0.139   0.013   0.113   0.024   0.193
   0.900   0.224   0.093   0.334   0.095   0.025   0.209  -0.062  -0.139   0.011   0.110   0.018   0.189
   0.910   0.213   0.088   0.327   0.106   0.033   0.217  -0.061  -0.138   0.009   0.107   0.013   0.185
   0.920   0.203   0.084   0.320   0.116   0.042   0.225  -0.060  -0.137   0.008   0.104   0.008   0.180
   0.930   0.192   0.080   0.313   0.126   0.051   0.234  -0.059  -0.137   0.008   0.101   0.003   0.176
   0.940   0.181   0.076   0.306   0.137   0.060   0.242  -0.058  -0.136   0.009   0.091  -0.002   0.170
   0.950   0.170   0.072   0.299   0.147   0.068   0.250  -0.058  -0.132   0.009   0.082  -0.008   0.162
   0.960   0.167   0.068   0.293   0.157   0.076   0.258  -0.057  -0.128   0.009   0.073  -0.017   0.154
   0.970   0.164   0.064   0.290   0.168   0.083   0.267  -0.056  -0.123   0.010   0.064  -0.027   0.146
   0.980   0.161   0.059   0.287   0.178   0.090   0.275  -0.055  -0.121   0.010   0.054  -0.036   0.137
   0.990   0.158   0.055   0.285   0.189   0.096   0.279  -0.055  -0.122   0.011   0.045  -0.045   0.131
   1.000   0.155   0.051   0.282   0.199   0.103   0.283  -0.057  -0.124   0.011   0.036  -0.054   0.125
   1.010   0.152   0.047   0.279   0.209   0.110   0.287  -0.058  -0.126   0.012   0.027  -0.063   0.119
   1.020   0.149   0.042   0.276   0.217   0.117   0.291  -0.055  -0.128   0.012   0.017  -0.073   0.113
   1.030   0.146   0.036   0.274   0.219   0.123   0.295  -0.052  -0.129   0.013   0.008  -0.082   0.107
   1.040   0.143   0.031   0.271   0.222   0.130   0.299  -0.048  -0.131   0.014  -0.001  -0.091   0.097
   1.050   0.140   0.025   0.268   0.224   0.137   0.303  -0.044  -0.133   0.019  -0.010  -0.100   0.086
   1.060   0.136   0.019   0.266   0.227   0.144   0.307  -0.040  -0.131   0.024  -0.019  -0.109   0.075
   1.070   0.132   0.014   0.263   0.229   0.150   0.312  -0.037  -0.124   0.030  -0.027  -0.119   0.064
   1.080   0.127   0.008   0.260   0.232   0.151   0.316  -0.033  -0.116   0.035  -0.035  -0.128   0.058
   1.090   0.123   0.003   0.258   0.234   0.152   0.320  -0.029  -0.109   0.040  -0.043  -0.137   0.052
   1.100   0.119  -0.003   0.255   0.237   0.153   0.324  -0.025  -0.102   0.045  -0.051  -0.146   0.046
   1.110   0.115  -0.009   0.252   0.239   0.155   0.328  -0.022  -0.094   0.051  -0.059  -0.155   0.040
   1.120   0.111  -0.014   0.250   0.242   0.156   0.332  -0.018  -0.087   0.056  -0.065  -0.157   0.034
   1.130   0.107  -0.020   0.247   0.244   0.157   0.336  -0.014  -0.080   0.061  -0.067  -0.158   0.028
   1.140   0.103  -0.025   0.244   0.247   0.158   0.340  -0.010  -0.075   0.066  -0.070  -0.160   0.022
   1.150   0.098  -0.031   0.241   0.249   0.159   0.344  -0.007  -0.073   0.071  -0.073  -0.162   0.016
   1.160   0.094  -0.037   0.238   0.252   0.161   0.348  -0.003  -0.071   0.074  -0.075  -0.164   0.016
   1.170   0.092  -0.042   0.235   0.255   0.162   0.352   0.001  -0.069   0.075  -0.074  -0.166   0.016
   1.180   0.090  -0.048   0.232   0.257   0.163   0.356   0.005  -0.066   0.076  -0.072  -0.168   0.016
   1.190   0.088  -0.053   0.229   0.260   0.164   0.360   0.009  -0.064   0.078  -0.070  -0.165   0.016
   1.200   0.086  -0.059   0.226   0.262   0.165   0.364   0.012  -0.062   0.079  -0.068  -0.162   0.016
   1.210   0.084  -0.064   0.223   0.265   0.167   0.368   0.016  -0.060   0.080  -0.067  -0.159   0.017
   1.220   0.082  -0.070   0.221   0.267   0.168   0.372   0.020  -0.058   0.081  -0.065  -0.156   0.017
   1.230   0.080  -0.076   0.218   0.269   0.166   0.376   0.022  -0.056   0.082  -0.063  -0.153   0.017
   1.240   0.078  -0.081   0.215   0.268   0.165   0.381   0.023  -0.054   0.084  -0.061  -0.150   0.017
   1.250   0.076  -0.087   0.212   0.267   0.164   0.381   0.024  -0.052   0.085  -0.060  -0.147   0.017
   1.260   0.074  -0.083   0.209   0.265   0.163   0.378   0.025  -0.050   0.087  -0.058  -0.145   0.017
   1.270   0.072  -0.080   0.206   0.264   0.162   0.375   0.026  -0.048   0.088  -0.056  -0.142   0.019
   1.280   0.070  -0.077   0.203   0.263   0.160   0.371   0.027  -0.045   0.090  -0.055  -0.139   0.020
   1.290   0.068  -0.073   0.200   0.262   0.159   0.368   0.028  -0.043   0.092  -0.053  -0.136   0.022
   1.300   0.066  -0.070   0.197   0.261   0.158   0.364   0.029  -0.041   0.094  -0.051  -0.133   0.024
   1.310   0.068  -0.067   0.194   0.259   0.157   0.361   0.030  -0.039   0.096  -0.049  -0.130   0.026
   1.320   0.072  -0.063   0.191   0.258   0.156   0.358   0.031  -0.037   0.098  -0.048  -0.127   0.028
   1.330   0.075  -0.060   0.189   0.257   0.154   0.354   0.032  -0.035   0.100  -0.046  -0.124   0.030
   1.340   0.079  -0.056   0.196   0.256   0.153   0.351   0.034  -0.032   0.101  -0.044  -0.121   0.032
   1.350   0.083  -0.053   0.203   0.255   0.152   0.347   0.041  -0.026   0.103  -0.042  -0.119   0.034
   1.360   0.087  -0.050   0.211   0.253   0.151   0.344   0.049  -0.020   0.105  -0.041  -0.119   0.036
   1.370   0.091  -0.046   0.218   0.252   0.149   0.341   0.056  -0.014   0.110  -0.039  -0.119   0.038
   1.380   0.095  -0.043   0.225   0.249   0.141   0.337   0.064  -0.008   0.119  -0.037  -0.118   0.040
   1.390   0.099  -0.040   0.232   0.239   0.133   0.332   0.071  -0.002   0.127  -0.035  -0.118   0.042
   1.400   0.102  -0.031   0.239   0.230   0.125   0.322   0.079   0.004   0.135  -0.034  -0.118   0.044
   1.410   0.106  -0.023   0.246   0.220   0.117   0.313   0.086   0.011   0.143  -0.033  -0.118   0.046
   1.420   0.110  -0.014   0.254   0.210   0.109   0.303   0.094   0.023   0.151  -0.034  -0.118   0.048
   1.430   0.117  -0.006   0.261   0.200   0.101   0.294   0.102   0.035   0.159  -0.035  -0.119   0.050
   1.440   0.129   0.003   0.268   0.190   0.093   0.284   0.112   0.047   0.167  -0.037  -0.119   0.049
   1.450   0.141   0.012   0.275   0.180   0.085   0.275   0.123   0.058   0.176  -0.038  -0.120   0.047
   1.460   0.153   0.020   0.282   0.170   0.077   0.265   0.133   0.070   0.186  -0.039  -0.120   0.045
   1.470   0.165   0.029   0.290   0.160   0.069   0.256   0.143   0.082   0.198  -0.040  -0.121   0.044
   1.480   0.176   0.038   0.297   0.150   0.062   0.246   0.153   0.094   0.210  -0.041  -0.122   0.042
   1.490   0.188   0.046   0.304   0.140   0.055   0.237   0.163   0.106   0.222  -0.042  -0.123   0.040
   1.500   0.200   0.055   0.311   0.130   0.048   0.227   0.172   0.118   0.234  -0.044  -0.125   0.038
   1.510   0.212   0.063   0.318   0.120   0.041   0.217   0.179   0.130   0.246  -0.042  -0.126   0.036
   1.520   0.219   0.072   0.320   0.110   0.033   0.208   0.185   0.136   0.253  -0.040  -0.125   0.035
   1.530   0.222   0.081   0.318   0.101   0.026   0.198   0.192   0.139   0.256  -0.037  -0.123   0.033
   1.540   0.225   0.089   0.315   0.098   0.019   0.190   0.198   0.141   0.259  -0.034  -0.120   0.037
   1.550   0.228   0.098   0.313   0.095   0.012   0.187   0.205   0.144   0.262  -0.032  -0.117   0.041
   1.560   0.231   0.107   0.311   0.091   0.005   0.183   0.207   0.146   0.265  -0.029  -0.114   0.045
   1.570   0.234   0.111   0.309   0.088  -0.003   0.179   0.209   0.149   0.268  -0.026  -0.111   0.049
   1.580   0.233   0.104   0.306   0.084  -0.010   0.175   0.212   0.151   0.271  -0.024  -0.109   0.053
   1.590   0.225   0.098   0.304   0.081  -0.017   0.172   0.214   0.154   0.275  -0.021  -0.106   0.057
   1.600   0.218   0.091   0.302   0.078  -0.024   0.168   0.216   0.156   0.278  -0.018  -0.103   0.061
   1.610   0.210   0.085   0.299   0.074  -0.027   0.164   0.218   0.159   0.281  -0.015  -0.100   0.064
   1.620   0.203   0.079   0.297   0.071  -0.029   0.160   0.221   0.161   0.284  -0.013  -0.099   0.068
   1.630   0.195   0.072   0.295   0.068  -0.032   0.157   0.223   0.163   0.287  -0.010  -0.098   0.072
   1.640   0.188   0.066   0.293   0.064  -0.035   0.153   0.225   0.166   0.289  -0.007  -0.096   0.075
   1.650   0.180   0.060   0.290   0.061  -0.038   0.149   0.227   0.168   0.292  -0.005  -0.095   0.076
   1.660   0.173   0.053   0.288   0.060  -0.041   0.145   0.230   0.171   0.295  -0.002  -0.094   0.078
   1.670   0.165   0.047   0.286   0.059  -0.043   0.142   0.232   0.172   0.297  -0.001  -0.093   0.079
   1.680   0.158   0.040   0.284   0.058  -0.046   0.138   0.234   0.174   0.300   0.000  -0.091   0.081
   1.690   0.151   0.034   0.279   0.058  -0.049   0.134   0.236   0.175   0.303   0.002  -0.090   0.082
   1.700   0.146   0.028   0.274   0.057  -0.052   0.132   0.239   0.176   0.306   0.003  -0.089   0.084
   1.710   0.142   0.021   0.269   0.056  -0.054   0.133   0.241   0.177   0.308   0.004  -0.088   0.085
   1.720   0.138   0.015   0.264   0.056  -0.057   0.133   0.243   0.178   0.311   0.005  -0.086   0.087
   1.730   0.133   0.009   0.259   0.055  -0.060   0.134   0.245   0.179   0.314   0.006  -0.085   0.088
   1.740   0.129   0.002   0.254   0.054  -0.063   0.135   0.248   0.181   0.316   0.007  -0.084   0.090
   1.750   0.125  -0.004   0.249   0.054  -0.065   0.135   0.250   0.182   0.319   0.008  -0.083   0.091
   1.760   0.120  -0.011   0.244   0.053  -0.064   0.136   0.252   0.183   0.322   0.009  -0.080   0.093
   1.770   0.116  -0.013   0.239   0.052  -0.063   0.136   0.255   0.184   0.324   0.010  -0.077   0.094
   1.780   0.112  -0.016   0.234   0.052  -0.062   0.137   0.257   0.185   0.327   0.012  -0.073   0.097
   1.790   0.107  -0.019   0.229   0.051  -0.061   0.138   0.259   0.186   0.330   0.013  -0.070   0.100
   1.800   0.103  -0.022   0.224   0.050  -0.060   0.138   0.261   0.187   0.332   0.014  -0.067   0.104
   1.810   0.099  -0.024   0.219   0.050  -0.059   0.139   0.264   0.189   0.335   0.017  -0.064   0.107
   1.820   0.094  -0.027   0.215   0.049  -0.057   0.139   0.266   0.190   0.338   0.020  -0.060   0.111
   1.830   0.093  -0.030   0.213   0.048  -0.056   0.140   0.268   0.191   0.340   0.024  -0.057   0.114
   1.840   0.092  -0.032   0.210   0.048  -0.055   0.141   0.265   0.186   0.343   0.028  -0.054   0.117
   1.850   0.092  -0.035   0.208   0.047  -0.054   0.141   0.260   0.181   0.346   0.031  -0.050   0.121
   1.860   0.091  -0.038   0.206   0.046  -0.053   0.142   0.256   0.175   0.346   0.037  -0.040   0.126
   1.870   0.091  -0.040   0.203   0.046  -0.052   0.143   0.252   0.170   0.338   0.046  -0.031   0.131
   1.880   0.090  -0.043   0.201   0.045  -0.051   0.143   0.248   0.164   0.331   0.055  -0.022   0.137
   1.890   0.090  -0.046   0.199   0.045  -0.049   0.144   0.244   0.159   0.323   0.063  -0.013   0.143
   1.900   0.089  -0.048   0.196   0.044  -0.048   0.148   0.240   0.153   0.316   0.072  -0.003   0.148
   1.910   0.089  -0.051   0.194   0.043  -0.047   0.152   0.235   0.146   0.308   0.080   0.006   0.154
   1.920   0.088  -0.054   0.191   0.043  -0.046   0.156   0.231   0.139   0.300   0.089   0.016   0.163
   1.930   0.087  -0.057   0.189   0.043  -0.045   0.160   0.220   0.131   0.293   0.097   0.025   0.176
   1.940   0.087  -0.059   0.187   0.046  -0.044   0.164   0.209   0.124   0.285   0.106   0.034   0.189
   1.950   0.086  -0.062   0.184   0.049  -0.043   0.168   0.199   0.116   0.278   0.114   0.044   0.203
   1.960   0.086  -0.065   0.182   0.051  -0.042   0.173   0.188   0.109   0.270   0.123   0.053   0.217
   1.970   0.085  -0.067   0.179   0.054  -0.040   0.177   0.177   0.102   0.263   0.132   0.062   0.228
   1.980   0.085  -0.059   0.188   0.057  -0.039   0.181   0.167   0.094   0.255   0.140   0.071   0.234
   1.990   0.085  -0.047   0.198   0.059  -0.038   0.185   0.162   0.087   0.251   0.149   0.077   0.240
   2.000   0.094  -0.036   0.209   0.062  -0.037   0.189   0.159   0.080   0.246   0.157   0.084   0.246
   2.010   0.103  -0.025   0.220   0.064  -0.036   0.193   0.155   0.076   0.242   0.166   0.090   0.252
   2.020   0.112  -0.014   0.231   0.067  -0.036   0.197   0.151   0.072   0.237   0.174   0.096   0.258
   2.030   0.121  -0.003   0.242   0.070  -0.036   0.201   0.147   0.067   0.232   0.183   0.102   0.260
   2.040   0.130   0.009   0.252   0.072  -0.036   0.206   0.144   0.063   0.228   0.190   0.108   0.263
   2.050   0.139   0.020   0.263   0.075  -0.037   0.209   0.140   0.059   0.223   0.192   0.114   0.266
   2.060   0.148   0.031   0.274   0.078  -0.037   0.208   0.136   0.055   0.219   0.193   0.119   0.268
   2.070   0.158   0.042   0.285   0.080  -0.037   0.207   0.133   0.050   0.214   0.194   0.121   0.271
   2.080   0.167   0.054   0.296   0.083  -0.038   0.205   0.129   0.046   0.210   0.196   0.122   0.274
   2.090   0.176   0.065   0.306   0.086  -0.038   0.204   0.125   0.042   0.205   0.197   0.124   0.276
   2.100   0.185   0.076   0.321   0.088  -0.038   0.202   0.121   0.038   0.201   0.199   0.125   0.279
   2.110   0.200   0.087   0.341   0.091  -0.038   0.201   0.118   0.033   0.196   0.200   0.127   0.280
   2.120   0.219   0.099   0.360   0.094  -0.039   0.199   0.114   0.029   0.192   0.201   0.128   0.280
   2.130   0.238   0.110   0.380   0.096  -0.039   0.198   0.110   0.025   0.189   0.203   0.130   0.281
   2.140   0.258   0.121   0.399   0.093  -0.039   0.197   0.106   0.021   0.185   0.204   0.132   0.282
   2.150   0.277   0.132   0.418   0.091  -0.040   0.195   0.103   0.018   0.182   0.204   0.133   0.283
   2.160   0.296   0.143   0.438   0.089  -0.040   0.194   0.099   0.015   0.179   0.205   0.135   0.284
   2.170   0.315   0.155   0.457   0.086  -0.040   0.192   0.096   0.012   0.175   0.206   0.136   0.285
   2.180   0.334   0.166   0.477   0.084  -0.041   0.191   0.093   0.010   0.172   0.206   0.138   0.286
   2.190   0.351   0.189   0.496   0.082  -0.041   0.189   0.090   0.007   0.168   0.207   0.136   0.286
   2.200   0.367   0.217   0.515   0.079  -0.041   0.188   0.087   0.004   0.165   0.207   0.135   0.287
   2.210   0.383   0.246   0.535   0.077  -0.042   0.187   0.084   0.001   0.161   0.208   0.134   0.288
   2.220   0.398   0.274   0.554   0.075  -0.045   0.185   0.081  -0.002   0.158   0.209   0.132   0.289
   2.230   0.414   0.302   0.572   0.072  -0.048   0.185   0.078  -0.005   0.154   0.209   0.131   0.290
   2.240   0.430   0.330   0.585   0.070  -0.050   0.184   0.075  -0.008   0.151   0.209   0.130   0.291
   2.250   0.446   0.359   0.597   0.067  -0.053   0.183   0.071  -0.011   0.148   0.209   0.128   0.291
   2.260   0.461   0.372   0.610   0.065  -0.056   0.183   0.068  -0.014   0.144   0.209   0.127   0.292
   2.270   0.477   0.376   0.623   0.063  -0.059   0.182   0.065  -0.018   0.141   0.209   0.126   0.293
   2.280   0.493   0.380   0.636   0.060  -0.062   0.182   0.062  -0.021   0.137   0.209   0.124   0.294
   2.290   0.509   0.384   0.649   0.058  -0.065   0.181   0.059  -0.024   0.134   0.209   0.123   0.294
   2.300   0.523   0.389   0.661   0.056  -0.068   0.180   0.056  -0.027   0.131   0.209   0.122   0.293
   2.310   0.533   0.393   0.674   0.053  -0.070   0.180   0.053  -0.030   0.130   0.209   0.122   0.293
   2.320   0.543   0.397   0.687   0.051  -0.073   0.179   0.050  -0.033   0.129   0.209   0.122   0.293
   2.330   0.553   0.402   0.700   0.049  -0.076   0.178   0.047  -0.036   0.128   0.210   0.123   0.296
   2.340   0.563   0.406   0.713   0.051  -0.079   0.178   0.045  -0.040   0.127   0.213   0.123   0.299
   2.350   0.572   0.410   0.725   0.054  -0.082   0.177   0.044  -0.043   0.126   0.216   0.123   0.303
   2.360   0.582   0.415   0.738   0.057  -0.085   0.176   0.042  -0.043   0.125   0.219   0.123   0.306
   2.370   0.592   0.419   0.749   0.060  -0.087   0.176   0.041  -0.044   0.124   0.222   0.123   0.309
   2.380   0.602   0.423   0.753   0.063  -0.088   0.175   0.039  -0.045   0.124   0.226   0.123   0.313
   2.390   0.612   0.428   0.757   0.066  -0.086   0.174   0.038  -0.045   0.123   0.229   0.123   0.316
   2.400   0.622   0.432   0.762   0.069  -0.083   0.174   0.036  -0.046   0.122   0.230   0.123   0.322
   2.410   0.627   0.436   0.766   0.072  -0.081   0.178   0.035  -0.046   0.121   0.231   0.123   0.328
   2.420   0.631   0.441   0.770   0.075  -0.078   0.183   0.033  -0.047   0.120   0.232   0.123   0.334
   2.430   0.635   0.445   0.774   0.078  -0.076   0.188   0.032  -0.048   0.119   0.232   0.123   0.340
   2.440   0.638   0.444   0.778   0.081  -0.073   0.194   0.030  -0.048   0.118   0.233   0.122   0.346
   2.450   0.642   0.443   0.782   0.084  -0.071   0.199   0.029  -0.049   0.117   0.234   0.120   0.352
   2.460   0.645   0.442   0.786   0.087  -0.068   0.205   0.027  -0.049   0.116   0.233   0.119   0.350
   2.470   0.649   0.442   0.791   0.090  -0.066   0.210   0.028  -0.050   0.115   0.231   0.117   0.348
   2.480   0.653   0.441   0.795   0.093  -0.063   0.215   0.029  -0.051   0.114   0.229   0.116   0.347
   2.490   0.656   0.440   0.814   0.096  -0.060   0.221   0.031  -0.051   0.113   0.227   0.114   0.345
   2.500   0.660   0.440   0.839   0.099  -0.058   0.226   0.033  -0.052   0.113   0.226   0.113   0.343
